symbol,headline,summary,source,url,published_at,is_catalyst,name,country,exchange,currency,ipo,share_outstanding,float_shares,market_cap
FUNC,Exploring 3 Undervalued Small Caps With Insider Buying Across Regions,"As the U.S. stock market continues to reach new heights, with the S&P 500 setting all-time records, investors are increasingly interested in exploring opportunities beyond large-cap stocks. Amidst this backdrop of strong market performance and economic indicators, identifying promising small-cap stocks can offer potential for growth, particularly when these companies demonstrate solid fundamentals and insider confidence through recent buying activity.",Finnhub,https://finnhub.io/api/news?id=4ee2249fafe69dc4d12560ff1ce910f48552b8af09f394578e11d862138e8c91,2025-12-26T03:39:27,0,First United Corporation,United States,NMS,USD,,6496908.0,5959809.0,251625248.0
SRBK,"SR Bancorp, Inc. (NASDAQ:SRBK) Looks Interesting, And It's About To Pay A Dividend","It looks like SR Bancorp, Inc. ( NASDAQ:SRBK ) is about to go ex-dividend in the next four days. The ex-dividend date...",Finnhub,https://finnhub.io/api/news?id=068408f9e0e3647a976dfbe3acafdf904841ed3bf11e35d59e0650d502e18a86,2025-12-26T03:01:01,0,"SR Bancorp, Inc.",United States,NCM,USD,,7668306.0,7345486.0,130274088.0
ECOR,"electroCore, Inc. (ECOR) Discusses Neuromodulation Platform, Business Evolution, and Strategic Priorities Transcript","electroCore, Inc. (ECOR) Discusses Neuromodulation Platform, Business Evolution, and Strategic Priorities December 21, 2025 7:00 PM ESTCompany...",Finnhub,https://finnhub.io/api/news?id=876d2571d9a77dabdee5101989d75cfdfbc740e58588ac2d3ed14e616dc88146,2025-12-25T16:36:11,0,"electroCore, Inc.",United States,NCM,USD,,7995903.0,5106344.0,39579720.0
CNCK,December 2025's Top Insider-Owned Growth Stocks,"As the U.S. stock market continues to hit new highs, with the S&P 500 setting an all-time record and major indices posting consistent gains, investors are keenly observing growth opportunities. In this thriving environment, companies with high insider ownership often attract attention due to the potential alignment of interests between management and shareholders, making them compelling considerations for those seeking robust growth prospects.",Finnhub,https://finnhub.io/api/news?id=7dfb4db2c4789c171f3cb009bcd07e56e8dd235c2dede9b20c9f6964360dc5d4,2025-12-25T09:35:27,0,Coincheck Group N.V.,Netherlands,NGM,USD,,135822026.0,7820570.0,472660672.0
FUNC,Exploring Omega Flex And 2 Other Undervalued Small Caps With Insider Buying,"As the U.S. stock market continues to set new records, with the S&P 500 achieving an all-time high, investors are increasingly turning their attention to small-cap stocks, which often offer unique opportunities for growth in a buoyant economic environment. In this context, identifying undervalued small-cap companies with insider buying can be particularly appealing as these factors may signal confidence from those closest to the company's operations and potential for future appreciation.",Finnhub,https://finnhub.io/api/news?id=ccef7e64a3068dad67cd2b3c603dbe3f2ca3a190b3c791a9a5752253b3289b55,2025-12-25T03:39:25,0,First United Corporation,United States,NMS,USD,,6496908.0,5959809.0,251625248.0
NBN,Discovering Hidden Opportunities: 3 Undiscovered Gems in the US Market,"As the U.S. market continues to reach new heights with the S&P 500 setting all-time records, investors are increasingly interested in exploring opportunities beyond the well-trodden paths of blue-chip stocks. In this dynamic environment, identifying small-cap stocks that offer unique growth potential can be particularly rewarding, especially when these companies demonstrate resilience and innovation amidst broader market trends.",Finnhub,https://finnhub.io/api/news?id=16e1137ebe2ea89402446c59c6668eed450f35ddaef42635c3491019472470cf,2025-12-25T03:32:54,0,Northeast Bank,United States,NGM,USD,,8562960.0,7426227.0,909040960.0
UNB,Undiscovered Gems in the US Market to Explore December 2025,"As the U.S. stock market continues to climb, with the S&P 500 reaching new all-time highs and major indices showing consistent gains, investors are keenly observing opportunities in lesser-known sectors. In such a dynamic environment, identifying stocks with strong fundamentals and growth potential can be particularly rewarding for those looking to explore undiscovered gems in the market.",Finnhub,https://finnhub.io/api/news?id=7453df7d8fbc8db4282d65848c6c4ba009fcdac32df90ca70785625c86bb6e12,2025-12-24T09:33:14,0,"Union Bankshares, Inc.",United States,NGM,USD,,4582423.0,3784257.0,107778592.0
DAVE,"Fintech, Neobanks Finish 2025 on High Note, B. Riley Says",Financial technology platforms and neobanks have performed generally well this year amid robust unit,Finnhub,https://finnhub.io/api/news?id=a905ce7340d2a6edae1accba677ffea604f55d5bceae87877afeeba11496cfe9,2025-12-24T09:03:52,0,Dave Inc.,United States,NGM,USD,,12190000.0,9002226.0,3095405568.0
WOK,"WORK Medical Technology Group LTD Announces 1-for-100 Reverse Stock Split Effective December 29, 2025","Hangzhou, China, Dec. 24, 2025 (GLOBE NEWSWIRE) -- WORK Medical Technology Group LTD (Nasdaq: WOK) (“WORK Medical” or the “Company”), a supplier of medical devices in China, through its subsidiary, Work (Hangzhou) Medical Treatment Equipment Co., Ltd. and its subsidiaries in China, today announced that it will effect a reverse stock split of its ordinary shares on a 1-for-100 basis (the “Reverse Stock Split”). The Company’s Class A ordinary shares will begin trading on a post-split basis when th",Finnhub,https://finnhub.io/api/news?id=ee19328cd059a3e9a860897a786baf928cd1aae87eed0fc2ea79e2475f98981f,2025-12-24T08:30:00,0,WORK Medical Technology Group LTD,China,NCM,USD,,960012.0,128312.0,30576.0
NVR,NVR Inc.’s Q4 2025 Earnings: What to Expect,"Homebuilder NVR, Inc. is set to report its Q4 results soon. What are analysts expecting out of the upcoming earnings?",Finnhub,https://finnhub.io/api/news?id=d7eb75a4fc15b2fb5532e4c7c06460922b9f97d009fd3d197ccd258aa84d0801,2025-12-24T06:30:18,0,"NVR, Inc.",,,,,2732735.0,2794995.0,20397676544.0
ESQ,Esquire Financial Holdings: Shares Are Becoming Difficult To Justify,"Esquire Financial Holdings, Inc. is rated a Hold due to its expensive valuation and strong fundamentals. Learn more about ESQ stock here.",Finnhub,https://finnhub.io/api/news?id=e98e312a91879442e068f201d49be2d7ecba230d72e2fedc39310968ad9a314e,2025-12-24T05:58:26,0,"Esquire Financial Holdings, Inc.",United States,NCM,USD,,8565491.0,6778413.0,899633536.0
EDBL,Edible Garden to Start Shipping Pulp and Pickle Party to Western Beef,"Strengthens Company Footprint In The New York Metropolitan Area Amid Continued Demand For Clean-Label, Better-For-You, FoodsBELVIDERE, NJ, Dec. 24, 2025 (GLOBE NEWSWIRE) -- Edible Garden AG Incorporated (“Edible Garden” or the “Company”) (Nasdaq: EDBL, EDBLW), a leading provider of controlled environment agriculture (CEA) solutions and sustainable, locally grown organic produce, today announced that Western Beef, a prominent regional supermarket operator, is now carrying the Company’s Pulp ferme",Finnhub,https://finnhub.io/api/news?id=6d7a7c7ce868e552555b748cb7ba3615044b77b92a3ea26a568db41822d9890b,2025-12-24T04:45:00,0,Edible Garden AG Incorporated,United States,NCM,USD,,5126655.0,4824234.0,3691191.0
CNCK,December 2025's Top Penny Stocks With Financial Strength,"As the S&P 500 reaches record highs, investors are increasingly looking beyond large-cap stocks to diversify their portfolios. Penny stocks, a term that may seem outdated but still relevant, often represent smaller or newer companies that can offer unique opportunities. By focusing on those with strong financial health and potential for growth, investors might uncover promising options among these lesser-known equities.",Finnhub,https://finnhub.io/api/news?id=f209899726a28523972305f729954e7768874185d53693e06d3942786512b5c0,2025-12-24T04:04:45,0,Coincheck Group N.V.,Netherlands,NGM,USD,,135822026.0,7820570.0,472660672.0
UNB,US Market's Undiscovered Gems to Explore This December 2025,"As the U.S. stock market continues to reach new heights, with the S&P 500 closing at a record high after a series of positive economic indicators, investors are keenly observing the landscape for promising opportunities. In this vibrant market environment, identifying undiscovered gems among small-cap stocks can offer unique growth potential, especially as these companies often thrive in periods of robust economic expansion and increased consumer spending.",Finnhub,https://finnhub.io/api/news?id=f1b7a843ae39900a6c0900c4e5697d4deac5510dfe27d26fd34665bda9fd3b47,2025-12-24T03:33:09,0,"Union Bankshares, Inc.",United States,NGM,USD,,4582423.0,3784257.0,107778592.0
AEYE,One AudioEye Insider Raised Stake By 13% In Previous Year,"Viewing insider transactions for AudioEye, Inc.'s ( NASDAQ:AEYE ) over the last year, we see that insiders were net...",Finnhub,https://finnhub.io/api/news?id=c2d2d67d5dd9c965f0c7d8dc65b4ea7b95e8e216bca1454038a8ee61855a1956,2025-12-24T02:54:11,0,"AudioEye, Inc.",United States,NCM,USD,,12418617.0,8480549.0,132755008.0
PPIH,2026 Playbook: My Market Outlook Is To Bet On The Consumer And Double Down On AI,Discover why the S&P 500 is rated 'Buy' for 2026 as tax cuts and consumer resilience boost GDP.,Finnhub,https://finnhub.io/api/news?id=b695db961f24eb86daea30a2df2c901717d64aa95b5cf2b37523f4f5f1801237,2025-12-24T00:45:00,0,"Perma-Pipe International Holdings, Inc.",United States,NGM,USD,,8094045.0,7242794.0,266941632.0
PSIX,2026 Playbook: My Market Outlook Is To Bet On The Consumer And Double Down On AI,Discover why the S&P 500 is rated 'Buy' for 2026 as tax cuts and consumer resilience boost GDP.,Finnhub,https://finnhub.io/api/news?id=b695db961f24eb86daea30a2df2c901717d64aa95b5cf2b37523f4f5f1801237,2025-12-24T00:45:00,0,"Power Solutions International, Inc.",United States,NCM,USD,,23040930.0,8426299.0,1508950400.0
SAMG,"Silvercrest: Unique Asset Manager, Building Toward The Next Phase Of Growth",Silvercrest Asset Management Group Inc. is rated a Hold with robust financials and strong dividend yields. Learn more about SAMG stock here.,Finnhub,https://finnhub.io/api/news?id=f0ab607767c0929fa6acd57e54f7567808ce3f3a861badf2ba813da5d7053ed9,2025-12-23T23:05:15,0,Silvercrest Asset Management Group Inc.,US,NASDAQ NMS - GLOBAL MARKET,USD,2013-06-27,8121141.0,7801818.0,128549952.0
ALOT,AstroNova Q3: Advancing Toward Financial Stability,"AstroNova posts strong Q3 results and margin growth, boosting its stock. ALOT stock trades at low valuation multiples. Read here for more analysis.",Finnhub,https://finnhub.io/api/news?id=2e8a157d317140a3d8beb7ba66c5d57362ed7ee18a22f49cd88fe455ec978dc8,2025-12-23T19:43:04,0,"AstroNova, Inc.",,,,,7638423.0,5313134.0,62635076.0
ACNT,"Ascent Industries: Priced For Stagnation, Pivoting For Growth","Ascent Industries (ACNT) pivots to specialty chemicals, boosts margins, and offers upside potential with strong cash, no debt, and growth. See more here.",Finnhub,https://finnhub.io/api/news?id=be1a28331cb1746ea9921caec67edf826c866c1749d42b4d283db3853fc7fb24,2025-12-23T17:29:59,0,Ascent Industries Co.,United States,NGM,USD,,9380000.0,6726933.0,149423408.0
LNZA,LanzaTech increases holdings of LanzaJet,"LanzaTech (LNZA) “announced an increase in its holdings of LanzaJet to 53%. This announcement follows the successful commissioning and production of ASTM-certified sustainable fuels including Synthetic Paraffinic Kerosene and Renewable Diesel at LanzaJet’s Freedom Pines Fuels facility in Soperton, Georgia, the world’s first commercial-scale plant to produce jet fuel from ethanol. On December 16, 2025, LanzaTech received its final tranches of LanzaJet common stock, which brings the Company’s owne",Finnhub,https://finnhub.io/api/news?id=35f3b7bd7304c599a3e5149fb2957e8a715864364d58ae0c9596a8a224ea136d,2025-12-23T14:00:39,0,"LanzaTech Global, Inc.",United States,NCM,USD,,2320216.0,1159621.0,30371628.0
DTST,Data Storage Corporation Extends Expiration Time of Offer to Purchase,"MELVILLE, N.Y., Dec. 23, 2025 (GLOBE NEWSWIRE) -- Data Storage Corporation (Nasdaq: DTST) (“Data Storage” or the “Company”), today announced that it will extend the Expiration Time for its Offer to Purchase. The Offer to Purchase shall be extended from January 7, 2026 to January 12, 2026. The Company will file an Amendment No. 2 to its Schedule TO with the Securities and Exchange Commission solely to extend the expiration date of the Tender Offer to 12:00 Midnight at the end of the day, New York",Finnhub,https://finnhub.io/api/news?id=04caf5ef206b72306094e2be496c302a9e925fbe9205a86ab44c931d747a507c,2025-12-23T13:05:00,1,Data Storage Corporation,United States,NCM,USD,,7498358.0,4332701.0,38016680.0
GTIM,Good Times Restaurants Inc. (GTIM) Q4 2025 Earnings Call Transcript,"Good Times Restaurants Inc. (GTIM) Q4 2025 Earnings Call December 23, 2025 5:00 PM ESTCompany ParticipantsKeri August - Senior VP of Finance &...",Finnhub,https://finnhub.io/api/news?id=ce755c5e901ca8624b9523a9bc2b7bd01fdad7e7cb301f7c579bc0bc0144f4a9,2025-12-23T10:36:07,0,Good Times Restaurants Inc.,United States,NCM,USD,,10549508.0,8416292.0,12284872.0
NBN,Institutional investors control 69% of Northeast Bank (NASDAQ:NBN) and were rewarded last week after stock increased 7.3%,Key Insights Institutions' substantial holdings in Northeast Bank implies that they have significant influence over the...,Finnhub,https://finnhub.io/api/news?id=a4006b3baa560fcbf388f1c5a015b575087200444a9e2a8ac87dd6c70f3e6dd6,2025-12-23T10:17:21,0,Northeast Bank,United States,NGM,USD,,8562960.0,7426227.0,909040960.0
AFBI,US Market's Undiscovered Gems December 2025,"Amid a backdrop of rising stock indices and stronger-than-expected GDP growth, the U.S. market continues to capture investor attention with its robust economic performance. As major indices like the Dow Jones and S&P 500 gain ground, discerning investors are increasingly turning their focus toward uncovering small-cap stocks that may offer unique opportunities in this dynamic environment.",Finnhub,https://finnhub.io/api/news?id=7af9df66bbde3807fa5a6599bc1a4466f3697a13239cbc24bff26ce85434a1bd,2025-12-23T09:33:10,0,"Affinity Bancshares, Inc.",,,,,6167602.0,4346741.0,132895976.0
UNB,US Market's Undiscovered Gems December 2025,"Amid a backdrop of rising stock indices and stronger-than-expected GDP growth, the U.S. market continues to capture investor attention with its robust economic performance. As major indices like the Dow Jones and S&P 500 gain ground, discerning investors are increasingly turning their focus toward uncovering small-cap stocks that may offer unique opportunities in this dynamic environment.",Finnhub,https://finnhub.io/api/news?id=7af9df66bbde3807fa5a6599bc1a4466f3697a13239cbc24bff26ce85434a1bd,2025-12-23T09:33:10,0,"Union Bankshares, Inc.",United States,NGM,USD,,4582423.0,3784257.0,107778592.0
PSIX,"Power Solutions International: Valuation Has Reset, The Thesis Is Improving",,Finnhub,https://finnhub.io/api/news?id=ec882a0cb0e3105c746f4a3da6e520474da61fcda4c6011c313386227fd64ef2,2025-12-23T08:08:45,0,"Power Solutions International, Inc.",United States,NCM,USD,,23040930.0,8426299.0,1508950400.0
DAVE,"Fintech stocks are 'maturing' in their later stages, Dave is one","How will the Federal Reserve's interest rate environment in 2026 affect fintech stocks? Benchmark Company managing director and senior research analyst of fntech and digital assets Mark Palmer shares his outlook on financial technology companies, such as neobank Dave Inc. (DAVE) and the state of its short-term loans business. To watch more expert insights and analysis on the latest market action, check out more Opening Bid.",Finnhub,https://finnhub.io/api/news?id=e0e20635a878e3d931bc5898653f69c83af23365a6cad411acec9bd84610c19d,2025-12-23T07:33:57,0,Dave Inc.,United States,NGM,USD,,12190000.0,9002226.0,3095405568.0
HIHO,BC-Most Active Stocks,"Highway Holdings Ltd. 150,561,661 2.21",Finnhub,https://finnhub.io/api/news?id=47ab9024ee3bfa8bdd718b1199fb4c91bf79a7c0abb3af65a21b2d4ae76eecd6,2025-12-23T07:30:19,0,Highway Holdings Limited,Hong Kong,NCM,USD,,4601825.0,2920567.0,7224867.0
PRSO,Peraso Appoints Wireless Veteran Cees Links to Board of Directors,"SAN JOSE, CALIFORNIA / ACCESS Newswire / December 23, 2025 /Peraso Inc. (NASDAQ:PRSO) (""Peraso"" or the ""Company""), a pioneer in mmWave wireless technology solutions, today announced the appointment of veteran wireless entrepreneur and technology executive, ...",Finnhub,https://finnhub.io/api/news?id=4c77ceead7b632d1aa6ca80601970ad975a8d52cf6ac8153caec0c77d0e35c1b,2025-12-23T05:30:00,0,Peraso Inc.,United States,NCM,USD,,9311877.0,8494846.0,9461542.0
VS,Versus Systems Executes Definitive Agreement with Drinkfinger to Power Global Beverage Engagement Network,"Technology and QR-Driven Experiences to Transform In-Venue Consumer Interaction Across Key MarketsMIAMI, Dec. 23, 2025 (GLOBE NEWSWIRE) -- Versus Systems Inc. (“Versus” or the “Company”) (Nasdaq: VS) today announced it has executed a definitive agreement with Drinkfinger Enterprises Ltd. (“Drinkfinger”) to launch large-scale technology-enabled campaigns and interactive fan experiences across Brazil, the United States, the United Kingdom, and select international markets. The collaboration will i",Finnhub,https://finnhub.io/api/news?id=e9d4668625943d08821d45fab6c6418f00085e1cdec4996ca6762763ecfb2f22,2025-12-23T05:30:00,1,Versus Systems Inc.,United States,NCM,USD,,4901677.0,1756614.0,6176114.0
VWAV,"VisionWave Announces Issuance of New U.S. Patent, Expanding Enforceable Protection Across Its Core RF Imaging and AI Platform","WEST HOLLYWOOD, Calif., Dec. 23, 2025 (GLOBE NEWSWIRE) -- VisionWave Technologies, Inc., a subsidiary of VisionWave Holdings, Inc. (NASDAQ: VWAV) (“VisionWave”), today announced that the United States Patent and Trademark Office (“USPTO”) has issued a new U.S. patent covering systems and methods for real-time movement, position detection, and imaging. The newly issued patent, U.S. Patent No. 12,499,578, titled “Systems and Methods of Real-Time Movement, Position Detection, and Imaging,” represen",Finnhub,https://finnhub.io/api/news?id=f7b66fe0e73cdaab2caf1cd84e42b36a66318092ed4e2369fff9e4cf01da445e,2025-12-23T05:30:00,0,"VisionWave Holdings, Inc.",United States,NGM,USD,,16496603.0,5044581.0,159852080.0
MAMO,"Massimo Group Highlights Dealer Network Momentum, Organizational Expansion and Product-Led Strategy Entering 2026","Massimo Group (NASDAQ: MAMO), a manufacturer and distributor of powersports vehicles and electric mobility solutions, today provided an update on its dealer network momentum, organizational expansion, and strategic initiatives as the Company prepares for accelerated dealer-led growth in 2026.",Finnhub,https://finnhub.io/api/news?id=d33aa361153b0e84da7488f08f8865ed8ce34e15d9c871952ac78fe1d3bd6f80,2025-12-23T05:25:00,0,Massimo Group,United States,NCM,USD,,41640950.0,4940699.0,170311504.0
NWTG,Newton Golf Named No. 1 Selling Shaft for Drivers and Fairway Woods at Club Champion in 2025,"CAMARILLO, Calif., December 23, 2025--Newton Golf Company (NASDAQ: NWTG) (""Newton Golf"" or the ""Company""), a technology-driven innovator in performance golf equipment, today announced that its shafts were the No. 1 selling shafts for both drivers and fairway woods at Club Champion in 2025, one of the largest and most respected professional club fitting retailers in the world.",Finnhub,https://finnhub.io/api/news?id=5c7356f855b2e17dfa83ae26ec991672407af580e02be887f8ac3d7c7e84533a,2025-12-23T05:00:00,0,"Newton Golf Company, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2023-08-15,4752463.0,4125262.0,7508891.0
LITM,Global Uranium and Enrichment Limited's Scheme Booklet Dispatched for Securityholders Meetings to Approve the Snow Lake Acquisition,"Winnipeg, Manitoba--(Newsfile Corp. - December 23, 2025) - Snow Lake Resources Ltd., d/b/a Snow Lake Energy (NASDAQ: LITM) (""Snow Lake""), a uranium exploration and development company, announces that Global Uranium and Enrichment Limited (""GUE"") has dispatched its Scheme Booklet to all GUE securityholders.As previously announced by Snow Lake:On October 26, 2025 in relation to the proposed acquisition by Snow Lake of all of the fully paid ordinary shares in GUE that Snow Lake does not already...",Finnhub,https://finnhub.io/api/news?id=6338cf6ca0e2ba53205eef8890fe7d1f3e00f57af679064f7268ae8aaa644ef0,2025-12-23T04:30:00,1,Snow Lake Resources Ltd.,Canada,NCM,USD,,18026269.0,8720610.0,61469584.0
VRTS,Piper Sandler Maintains Virtus Investment Partners (VRTS) Overweight Recommendation,,Finnhub,https://finnhub.io/api/news?id=1dfb9f8cc22b24673deee48b51495165afa7e35bf02a922fede763442257ec7b,2025-12-23T04:02:55,0,"Virtus Investment Partners, Inc.",United States,NYQ,USD,,6754405.0,6308344.0,1124135552.0
HIHO,Highway Holdings Plans to Acquire 51% of Regent-Feinbau Adermann GmbH,"Highway Holdings Limited (Nasdaq: HIHO, the ""Company"" or ""Highway Holdings"") today announced it has signed a letter of intent (""LOI"") with LeMALe Beteiligungs-GmbH (""LeMaLe"" or ""Seller"") to acquire 51% of German-based Regent-Feinbau Adermann GmbH (""Regent-Feinbau"") primarily for cash and a smaller amount of the Company's unregistered shares.",Finnhub,https://finnhub.io/api/news?id=f806007002e47d080d4f94b478a9db39a82cbeeeb725621666a0ee4cdd0ec0ae,2025-12-23T04:00:00,0,Highway Holdings Limited,Hong Kong,NCM,USD,,4601825.0,2920567.0,7224867.0
GCO,"Genesco Inc. to Present at 2026 ICR Conference on January 12, 2026","NASHVILLE, Tenn., December 23, 2025--GENESCO INC. TO PRESENT AT 2026 ICR CONFERENCE ON JANUARY 12, 2026",Finnhub,https://finnhub.io/api/news?id=bf9200f62769d14f4162b0eff64385ee734973dd06fe5d830d564843d7ece94f,2025-12-23T03:50:00,0,Genesco Inc.,United States,NYQ,USD,,10792736.0,8860512.0,275823104.0
FUNC,Undervalued Small Caps With Insider Buying To Consider In December 2025,"As the U.S. stock market continues its upward momentum, with major indexes like the S&P 500 and Dow Jones Industrial Average nearing record highs, investors are keenly observing small-cap stocks for potential opportunities. In this environment of rising tech shares and record-breaking precious metal prices, identifying undervalued small-cap companies with insider buying can be a strategic move to capitalize on market dynamics.",Finnhub,https://finnhub.io/api/news?id=7aa7299375f3a537744764893eeac9a558e43a726b85076e559f5ef1c09ba3b7,2025-12-23T03:39:40,0,First United Corporation,United States,NMS,USD,,6496908.0,5959809.0,251625248.0
UNB,Undervalued Small Caps With Insider Buying To Consider In December 2025,"As the U.S. stock market continues its upward momentum, with major indexes like the S&P 500 and Dow Jones Industrial Average nearing record highs, investors are keenly observing small-cap stocks for potential opportunities. In this environment of rising tech shares and record-breaking precious metal prices, identifying undervalued small-cap companies with insider buying can be a strategic move to capitalize on market dynamics.",Finnhub,https://finnhub.io/api/news?id=7aa7299375f3a537744764893eeac9a558e43a726b85076e559f5ef1c09ba3b7,2025-12-23T03:39:40,0,"Union Bankshares, Inc.",United States,NGM,USD,,4582423.0,3784257.0,107778592.0
UNB,Unveiling US Undiscovered Gems For December 2025,"As the United States stock market continues to climb, with major indices like the S&P 500 and Dow Jones Industrial Average nearing record highs, investors are keenly observing the ongoing tech share rally that has bolstered these gains. In this vibrant market environment, identifying promising small-cap stocks can be particularly rewarding; such stocks often offer unique growth opportunities that align well with current economic trends and technological advancements.",Finnhub,https://finnhub.io/api/news?id=a916bcb0a973075888187df551bf89a0702c1bd6a5fa7f56cb1dc9480b82e66b,2025-12-23T03:32:59,0,"Union Bankshares, Inc.",United States,NGM,USD,,4582423.0,3784257.0,107778592.0
PVLA,Palvella Therapeutics: Phase 2 Success De-Risks 2026 Catalyst,"Palvella Therapeutics stands out with promising Phase 2 data, strong cash reserves, and major catalysts ahead. Click here to find out why PVLA stock is a Buy.",Finnhub,https://finnhub.io/api/news?id=3e17d9385cf839345f6fa8757abf3714ff052b42e71e30df0bd3ca348beda573,2025-12-23T02:43:39,1,"Palvella Therapeutics, Inc.",US,NASDAQ NMS - GLOBAL MARKET,USD,2014-12-18,11836490.0,6585941.0,1223538048.0
IESC,"IES Holdings: The Data Center Story Is Real, The Upside Less So","IES Holdings, Inc. is rated a Hold with robust growth and sustained margins, making the risk/reward less compelling. Read more on IESC stock here.",Finnhub,https://finnhub.io/api/news?id=32ba24c7deb62f961b25d392888a26055338d9385b2f4123ab5b9279eeba42ba,2025-12-23T02:06:45,0,"IES Holdings, Inc.",United States,NGM,USD,,19854585.0,9001672.0,8004971008.0
DHIL,"Diamond Hill Investment Group, Inc. (DHIL) M&A Call Transcript","Diamond Hill Investment Group, Inc. (DHIL) M&A Call December 17, 2025 2:00 PM ESTCompany ParticipantsHeather Brilliant - CEO & DirectorAustin...",Finnhub,https://finnhub.io/api/news?id=9e9c6fcfc8bcb4afe25d377d09e7ddcf0d79a0d63dbcd94e6b013bec31052f88,2025-12-23T00:56:08,0,"Diamond Hill Investment Group, Inc.",United States,NMS,USD,,2705296.0,2447833.0,457790368.0
DJCO,Daily Journal Corporation Q4 Preview: Still Charting Its Path,"Discover why Daily Journal Corporation (DJCO) is rated Hold, with stable revenues but limited growth catalysts.",Finnhub,https://finnhub.io/api/news?id=788e9c96f6877c1a2bba2c752711395f00b4d5375a628cd23c960c124766aafa,2025-12-22T21:40:34,0,Daily Journal Corporation,United States,NCM,USD,,1377426.0,1245400.0,712143040.0
